series,model,origin,step,yhat
s1,seasonal_naive,3024,16,32.649304
s1,seasonal_naive,3024,17,28.450180
s1,seasonal_naive,3024,18,35.846262
s1,seasonal_naive,3024,19,33.892404
s1,seasonal_naive,3024,20,39.308578
s1,seasonal_naive,3024,21,39.136656
s1,seasonal_naive,3024,22,43.639320
s1,seasonal_naive,3024,23,52.802929
s1,seasonal_naive,3048,0,55.373505
s1,seasonal_naive,3048,1,56.744023
s1,seasonal_naive,3048,2,59.978495
s1,seasonal_naive,3048,3,67.966761
s1,seasonal_naive,3048,4,73.482269
s1,seasonal_naive,3048,5,65.209736
s1,seasonal_naive,3048,6,69.771623
s1,seasonal_naive,3048,7,55.815811
s1,seasonal_naive,3048,8,58.247586
s1,seasonal_naive,3048,9,61.715307
s1,seasonal_naive,3048,10,60.706838
s1,seasonal_naive,3048,11,51.122529
s1,seasonal_naive,3048,12,48.411795
s1,seasonal_naive,3048,13,43.417488
s1,seasonal_naive,3048,14,42.561994
s1,seasonal_naive,3048,15,32.881443
s1,seasonal_naive,3048,16,37.206428
s1,seasonal_naive,3048,17,33.166141
s1,seasonal_naive,3048,18,34.254193
s1,seasonal_naive,3048,19,37.266385
s1,seasonal_naive,3048,20,39.439238
s1,seasonal_naive,3048,21,41.165872
s1,seasonal_naive,3048,22,47.089159
s1,seasonal_naive,3048,23,49.164752
s1,daily_naive,2832,0,44.763425
s1,daily_naive,2832,1,44.624103
s1,daily_naive,2832,2,45.453491
s1,daily_naive,2832,3,50.024114
s1,daily_naive,2832,4,51.324753
s1,daily_naive,2832,5,49.923071
s1,daily_naive,2832,6,46.239292
s1,daily_naive,2832,7,49.593932
s1,daily_naive,2832,8,45.661148
s1,daily_naive,2832,9,41.613992
s1,daily_naive,2832,10,41.757261
s1,daily_naive,2832,11,29.497570
s1,daily_naive,2832,12,26.350609
s1,daily_naive,2832,13,26.141983
s1,daily_naive,2832,14,25.063004
s1,daily_naive,2832,15,21.806272
s1,daily_naive,2832,16,20.752023
s1,daily_naive,2832,17,10.482507
s1,daily_naive,2832,18,20.563454
s1,daily_naive,2832,19,22.318138
s1,daily_naive,2832,20,26.254915
s1,daily_naive,2832,21,25.421943
s1,daily_naive,2832,22,33.899514
s1,daily_naive,2832,23,40.245886
s1,daily_naive,2856,0,46.932853
s1,daily_naive,2856,1,46.621129
s1,daily_naive,2856,2,44.906167
s1,daily_naive,2856,3,52.448826
s1,daily_naive,2856,4,56.252749
s1,daily_naive,2856,5,56.463320
s1,daily_naive,2856,6,60.728076
s1,daily_naive,2856,7,51.900231
s1,daily_naive,2856,8,46.506332
s1,daily_naive,2856,9,44.405874
s1,daily_naive,2856,10,44.867264
s1,daily_naive,2856,11,35.702779
s1,daily_naive,2856,12,30.736610
s1,daily_naive,2856,13,27.642557
s1,daily_naive,2856,14,31.444411
s1,daily_naive,2856,15,25.839228
s1,daily_naive,2856,16,22.628405
s1,daily_naive,2856,17,26.560946
s1,daily_naive,2856,18,27.079250
s1,daily_naive,2856,19,23.614600
s1,daily_naive,2856,20,32.956617
s1,daily_naive,2856,21,34.947688
s1,daily_naive,2856,22,31.636683
s1,daily_naive,2856,23,39.421682
s1,daily_naive,2880,0,49.109152
s1,daily_naive,2880,1,54.287593
s1,daily_naive,2880,2,55.439302
s1,daily_naive,2880,3,55.939881
s1,daily_naive,2880,4,62.067803
s1,daily_naive,2880,5,55.725551
s1,daily_naive,2880,6,63.413394
s1,daily_naive,2880,7,59.438639
s1,daily_naive,2880,8,57.297694
s1,daily_naive,2880,9,51.807771
s1,daily_naive,2880,10,52.936110
s1,daily_naive,2880,11,37.993750
s1,daily_naive,2880,12,38.834609
s1,daily_naive,2880,13,39.962586
s1,daily_naive,2880,14,32.416989
s1,daily_naive,2880,15,37.470680
s1,daily_naive,2880,16,32.649304
s1,daily_naive,2880,17,28.450180
s1,daily_naive,2880,18,35.846262
s1,daily_naive,2880,19,33.892404
s1,daily_naive,2880,20,39.308578
s1,daily_naive,2880,21,39.136656
s1,daily_naive,2880,22,43.639320
s1,daily_naive,2880,23,52.802929
s1,daily_naive,2904,0,55.373505
s1,daily_naive,2904,1,56.744023
s1,daily_naive,2904,2,59.978495
s1,daily_naive,2904,3,67.966761
s1,daily_naive,2904,4,73.482269
s1,daily_naive,2904,5,65.209736
s1,daily_naive,2904,6,69.771623
s1,daily_naive,2904,7,55.815811
s1,daily_naive,2904,8,58.247586
s1,daily_naive,2904,9,61.715307
s1,daily_naive,2904,10,60.706838
s1,daily_naive,2904,11,51.122529
s1,daily_naive,2904,12,48.411795
s1,daily_naive,2904,13,43.417488
s1,daily_naive,2904,14,42.561994
s1,daily_naive,2904,15,32.881443
s1,daily_naive,2904,16,37.206428
s1,daily_naive,2904,17,33.166141
s1,daily_naive,2904,18,34.254193
s1,daily_naive,2904,19,37.266385
s1,daily_naive,2904,20,39.439238
s1,daily_naive,2904,21,41.165872
s1,daily_naive,2904,22,47.089159
s1,daily_naive,2904,23,49.164752
s1,daily_naive,2928,0,61.798503
s1,daily_naive,2928,1,63.149626
s1,daily_naive,2928,2,62.733470
s1,daily_naive,2928,3,72.056856
s1,daily_naive,2928,4,72.470837
s1,daily_naive,2928,5,70.047595
s1,daily_naive,2928,6,65.675661
s1,daily_naive,2928,7,66.350160
s1,daily_naive,2928,8,64.391709
s1,daily_naive,2928,9,63.338365
s1,daily_naive,2928,10,53.596872
s1,daily_naive,2928,11,47.615468
s1,daily_naive,2928,12,52.720420
s1,daily_naive,2928,13,45.345291
s1,daily_naive,2928,14,38.007980
s1,daily_naive,2928,15,30.985282
s1,daily_naive,2928,16,33.984621
s1,daily_naive,2928,17,35.476754
s1,daily_naive,2928,18,34.748880
s1,daily_naive,2928,19,36.608319
s1,daily_naive,2928,20,36.559272
s1,daily_naive,2928,21,43.688703
s1,daily_naive,2928,22,41.700648
s1,daily_naive,2928,23,46.454606
s1,daily_naive,2952,0,50.395902
s1,daily_naive,2952,1,53.695196
s1,daily_naive,2952,2,65.701250
s1,daily_naive,2952,3,55.580480
s1,daily_naive,2952,4,63.414062
s1,daily_naive,2952,5,59.353406
s1,daily_naive,2952,6,57.400121
s1,daily_naive,2952,7,59.785659
s1,daily_naive,2952,8,50.907477
s1,daily_naive,2952,9,51.945048
s1,daily_naive,2952,10,55.537921
s1,daily_naive,2952,11,42.527271
s1,daily_naive,2952,12,39.708969
s1,daily_naive,2952,13,30.835346
s1,daily_naive,2952,14,31.594356
s1,daily_naive,2952,15,21.932858
s1,daily_naive,2952,16,25.789582
s1,daily_naive,2952,17,23.963133
s1,daily_naive,2952,18,32.242688
s1,daily_naive,2952,19,26.089323
s1,daily_naive,2952,20,27.700437
s1,daily_naive,2952,21,30.384045
s1,daily_naive,2952,22,32.108697
s1,daily_naive,2952,23,43.015504
s1,daily_naive,2976,0,49.481414
s1,daily_naive,2976,1,47.046395
s1,daily_naive,2976,2,53.926434
s1,daily_naive,2976,3,52.603880
s1,daily_naive,2976,4,56.483335
s1,daily_naive,2976,5,56.829343
s1,daily_naive,2976,6,49.338051
s1,daily_naive,2976,7,49.466969
s1,daily_naive,2976,8,52.202508
s1,daily_naive,2976,9,38.558166
s1,daily_naive,2976,10,40.668367
s1,daily_naive,2976,11,34.768153
s1,daily_naive,2976,12,28.120765
s1,daily_naive,2976,13,27.189220
s1,daily_naive,2976,14,24.423822
s1,daily_naive,2976,15,22.438626
s1,daily_naive,2976,16,9.831355
s1,daily_naive,2976,17,24.050609
s1,daily_naive,2976,18,17.258361
s1,daily_naive,2976,19,24.219915
s1,daily_naive,2976,20,22.971584
s1,daily_naive,2976,21,24.950028
s1,daily_naive,2976,22,30.843500
s1,daily_naive,2976,23,46.353743
s1,daily_naive,3000,0,45.193025
s1,daily_naive,3000,1,42.638751
s1,daily_naive,3000,2,48.019688
s1,daily_naive,3000,3,53.656672
s1,daily_naive,3000,4,53.324773
s1,daily_naive,3000,5,52.014062
s1,daily_naive,3000,6,50.312947
s1,daily_naive,3000,7,45.381256
s1,daily_naive,3000,8,48.814012
s1,daily_naive,3000,9,46.380959
s1,daily_naive,3000,10,46.088989
s1,daily_naive,3000,11,32.100977
s1,daily_naive,3000,12,31.851550
s1,daily_naive,3000,13,25.488345
s1,daily_naive,3000,14,26.553160
s1,daily_naive,3000,15,19.385584
s1,daily_naive,3000,16,16.043925
s1,daily_naive,3000,17,12.160394
s1,daily_naive,3000,18,21.335436
s1,daily_naive,3000,19,21.450440
s1,daily_naive,3000,20,27.798075
s1,daily_naive,3000,21,25.867200
s1,daily_naive,3000,22,41.096000
s1,daily_naive,3000,23,34.387002
s1,daily_naive,3024,0,43.226264
s1,daily_naive,3024,1,47.181744
s1,daily_naive,3024,2,53.232545
s1,daily_naive,3024,3,51.683363
s1,daily_naive,3024,4,50.886556
s1,daily_naive,3024,5,51.297371
s1,daily_naive,3024,6,56.998070
s1,daily_naive,3024,7,52.928080
s1,daily_naive,3024,8,51.140477
s1,daily_naive,3024,9,43.743668
s1,daily_naive,3024,10,43.088344
s1,daily_naive,3024,11,39.158870
s1,daily_naive,3024,12,36.381870
s1,daily_naive,3024,13,25.422697
s1,daily_naive,3024,14,24.651796
s1,daily_naive,3024,15,30.958569
s1,daily_naive,3024,16,22.387616
s1,daily_naive,3024,17,23.346055
s1,daily_naive,3024,18,23.332117
s1,daily_naive,3024,19,21.740868
s1,daily_naive,3024,20,26.383195
s1,daily_naive,3024,21,35.360269
s1,daily_naive,3024,22,36.306155
s1,daily_naive,3024,23,50.412440
s1,daily_naive,3048,0,43.017747
s1,daily_naive,3048,1,45.896954
s1,daily_naive,3048,2,55.025431
s1,daily_naive,3048,3,55.128734
s1,daily_naive,3048,4,65.938792
s1,daily_naive,3048,5,60.444502
s1,daily_naive,3048,6,63.251927
s1,daily_naive,3048,7,55.015598
s1,daily_naive,3048,8,59.619298
s1,daily_naive,3048,9,56.160368
s1,daily_naive,3048,10,54.310469
s1,daily_naive,3048,11,46.611161
s1,daily_naive,3048,12,43.490786
s1,daily_naive,3048,13,38.483720
s1,daily_naive,3048,14,37.913356
s1,daily_naive,3048,15,30.978606
s1,daily_naive,3048,16,32.985187
s1,daily_naive,3048,17,28.991191
s1,daily_naive,3048,18,34.400635
s1,daily_naive,3048,19,33.136733
s1,daily_naive,3048,20,34.965078
s1,daily_naive,3048,21,38.768756
s1,daily_naive,3048,22,50.621246
s1,daily_naive,3048,23,44.874074
s2,seasonal_naive,2904,0,138.104332
s2,seasonal_naive,2904,1,145.768643
s2,seasonal_naive,2904,2,142.296632
s2,seasonal_naive,2904,3,155.548773
s2,seasonal_naive,2904,4,156.043355
s2,seasonal_naive,2904,5,144.842029
s2,seasonal_naive,2904,6,153.006816
s2,seasonal_naive,2904,7,130.044028
s2,seasonal_naive,2904,8,106.665186
s2,seasonal_naive,2904,9,115.575595
s2,seasonal_naive,2904,10,104.750600
s2,seasonal_naive,2904,11,89.344075
s2,seasonal_naive,2904,12,83.200651
s2,seasonal_naive,2904,13,74.944728
s2,seasonal_naive,2904,14,59.532683
s2,seasonal_naive,2904,15,78.935097
s2,seasonal_naive,2904,16,68.729480
s2,seasonal_naive,2904,17,90.255817
s2,seasonal_naive,2904,18,73.902266
s2,seasonal_naive,2904,19,82.898079
s2,seasonal_naive,2904,20,76.190525
s2,seasonal_naive,2904,21,103.718233
s2,seasonal_naive,2904,22,97.048344
s2,seasonal_naive,2904,23,118.100558
s2,seasonal_naive,2928,0,129.011976
s2,seasonal_naive,2928,1,134.391617
s2,seasonal_naive,2928,2,127.110166
s2,seasonal_naive,2928,3,129.699593
s2,seasonal_naive,2928,4,141.223315
s2,seasonal_naive,2928,5,141.749380
s2,seasonal_naive,2928,6,138.654973
s2,seasonal_naive,2928,7,120.479186
s2,seasonal_naive,2928,8,111.097181
s2,seasonal_naive,2928,9,115.382940
s2,seasonal_naive,2928,10,87.182383
s2,seasonal_naive,2928,11,87.108932
s2,seasonal_naive,2928,12,69.747921
s2,seasonal_naive,2928,13,53.529735
s2,seasonal_naive,2928,14,49.827768
s2,seasonal_naive,2928,15,57.839508
s2,seasonal_naive,2928,16,54.886351
s2,seasonal_naive,2928,17,58.226878
s2,seasonal_naive,2928,18,55.623194
s2,seasonal_naive,2928,19,60.291374
s2,seasonal_naive,2928,20,73.610093
s2,seasonal_naive,2928,21,78.666756
s2,seasonal_naive,2928,22,77.071965
s2,seasonal_naive,2928,23,94.653297
s2,seasonal_naive,2952,0,118.567184
s2,seasonal_naive,2952,1,106.802587
s2,seasonal_naive,2952,2,121.293416
s2,seasonal_naive,2952,3,118.994145
s2,seasonal_naive,2952,4,125.002035
s2,seasonal_naive,2952,5,110.476761
s2,seasonal_naive,2952,6,102.499899
s2,seasonal_naive,2952,7,108.353871
s2,seasonal_naive,2952,8,91.137328
s2,seasonal_naive,2952,9,86.382807
s2,seasonal_naive,2952,10,74.140390
s2,seasonal_naive,2952,11,73.717525
s2,seasonal_naive,2952,12,59.352059
s2,seasonal_naive,2952,13,50.846050
s2,seasonal_naive,2952,14,36.835058
s2,seasonal_naive,2952,15,29.003015
s2,seasonal_naive,2952,16,33.562874
s2,seasonal_naive,2952,17,47.677178
s2,seasonal_naive,2952,18,50.683120
s2,seasonal_naive,2952,19,56.051024
s2,seasonal_naive,2952,20,56.561345
s2,seasonal_naive,2952,21,60.886775
s2,seasonal_naive,2952,22,86.531646
s2,seasonal_naive,2952,23,88.629652
s2,seasonal_naive,2976,0,99.724265
s2,seasonal_naive,2976,1,95.807806
s2,seasonal_naive,2976,2,102.898918
s2,seasonal_naive,2976,3,115.715767
s2,seasonal_naive,2976,4,116.869486
s2,seasonal_naive,2976,5,101.918750
s2,seasonal_naive,2976,6,107.086458
s2,seasonal_naive,2976,7,89.783215
s2,seasonal_naive,2976,8,99.464248
s2,seasonal_naive,2976,9,86.181960
s2,seasonal_naive,2976,10,88.557812
s2,seasonal_naive,2976,11,73.508025
s2,seasonal_naive,2976,12,48.882715
s2,seasonal_naive,2976,13,48.196560
s2,seasonal_naive,2976,14,38.091319
s2,seasonal_naive,2976,15,39.875949
s2,seasonal_naive,2976,16,44.350042
s2,seasonal_naive,2976,17,40.751474
s2,seasonal_naive,2976,18,45.917263
s2,seasonal_naive,2976,19,42.315292
s2,seasonal_naive,2976,20,64.999701
s2,seasonal_naive,2976,21,70.164439
s2,seasonal_naive,2976,22,84.969064
s2,seasonal_naive,2976,23,97.942455
s2,seasonal_naive,3000,0,99.526825
s2,seasonal_naive,3000,1,112.133174
s2,seasonal_naive,3000,2,108.225756
s2,seasonal_naive,3000,3,123.215570
s2,seasonal_naive,3000,4,117.065248
s2,seasonal_naive,3000,5,111.360752
s2,seasonal_naive,3000,6,110.193185
s2,seasonal_naive,3000,7,95.461707
s2,seasonal_naive,3000,8,93.614451
s2,seasonal_naive,3000,9,86.613432
s2,seasonal_naive,3000,10,80.900003
s2,seasonal_naive,3000,11,71.181329
s2,seasonal_naive,3000,12,59.026956
s2,seasonal_naive,3000,13,55.837555
s2,seasonal_naive,3000,14,36.718882
s2,seasonal_naive,3000,15,50.852483
s2,seasonal_naive,3000,16,54.433573
s2,seasonal_naive,3000,17,58.799739
s2,seasonal_naive,3000,18,65.988658
s2,seasonal_naive,3000,19,63.638045
s2,seasonal_naive,3000,20,73.338335
s2,seasonal_naive,3000,21,80.316755
s2,seasonal_naive,3000,22,90.649026
s2,seasonal_naive,3000,23,105.308577
s2,seasonal_naive,3024,0,123.662520
s2,seasonal_naive,3024,1,109.137644
s2,seasonal_naive,3024,2,123.951908
s2,seasonal_naive,3024,3,133.361893
s2,seasonal_naive,3024,4,125.156841
s2,seasonal_naive,3024,5,134.270237
s2,seasonal_naive,3024,6,117.365109
s2,seasonal_naive,3024,7,119.128156
s2,seasonal_naive,3024,8,102.029959
s2,seasonal_naive,3024,9,107.696124
s2,seasonal_naive,3024,10,90.832670
s2,seasonal_naive,3024,11,92.550756
s2,seasonal_naive,3024,12,77.584003
s2,seasonal_naive,3024,13,66.061556
s2,seasonal_naive,3024,14,65.343528
s2,seasonal_naive,3024,15,66.936207
s2,seasonal_naive,3024,16,65.961253
s2,seasonal_naive,3024,17,66.711170
s2,seasonal_naive,3024,18,70.945556
s2,seasonal_naive,3024,19,80.601603
s2,seasonal_naive,3024,20,95.381093
s2,seasonal_naive,3024,21,94.652038
s2,seasonal_naive,3024,22,112.255870
s2,seasonal_naive,3024,23,109.206028
s2,seasonal_naive,3048,0,134.862005
s2,seasonal_naive,3048,1,138.375200
s2,seasonal_naive,3048,2,138.818624
s2,seasonal_naive,3048,3,142.378326
s2,seasonal_naive,3048,4,133.202716
s2,seasonal_naive,3048,5,144.708683
s2,seasonal_naive,3048,6,138.158448
s2,seasonal_naive,3048,7,123.510898
s2,seasonal_naive,3048,8,122.678669
s2,seasonal_naive,3048,9,121.199068
s2,seasonal_naive,3048,10,108.794645
s2,seasonal_naive,3048,11,100.212915
s2,seasonal_naive,3048,12,85.651535
s2,seasonal_naive,3048,13,88.895792
s2,seasonal_naive,3048,14,77.309375
s2,seasonal_naive,3048,15,80.811578
s2,seasonal_naive,3048,16,90.402295
s2,seasonal_naive,3048,17,61.430352
s2,seasonal_naive,3048,18,76.855801
s2,seasonal_naive,3048,19,87.066194
s2,seasonal_naive,3048,20,89.693001
s2,seasonal_naive,3048,21,111.850065
s2,seasonal_naive,3048,22,111.289440
s2,seasonal_naive,3048,23,135.531816
s2,seasonal_naive,3072,0,137.319484
s2,seasonal_naive,3072,1,141.925164
s2,seasonal_naive,3072,2,143.780841
s2,seasonal_naive,3072,3,152.948912
s2,seasonal_naive,3072,4,150.649631
s2,seasonal_naive,3072,5,155.593589
s2,seasonal_naive,3072,6,143.219186
s2,seasonal_naive,3072,7,140.949128
s2,seasonal_naive,3072,8,127.922709
s2,seasonal_naive,3072,9,117.823704
s2,seasonal_naive,3072,10,93.868711
s2,seasonal_naive,3072,11,95.505496
s2,seasonal_naive,3072,12,89.260394
s2,seasonal_naive,3072,13,70.160964
s2,seasonal_naive,3072,14,62.777626
s2,seasonal_naive,3072,15,67.233231
s2,seasonal_naive,3072,16,70.606525
s2,seasonal_naive,3072,17,57.424842
s2,seasonal_naive,3072,18,76.065869
s2,seasonal_naive,3072,19,86.736052
s2,seasonal_naive,3072,20,85.412043
s2,seasonal_naive,3072,21,97.641079
s2,seasonal_naive,3072,22,108.378466
s2,seasonal_naive,3072,23,108.979509
s2,seasonal_naive,3096,0,126.427550
s2,seasonal_naive,3096,1,131.764690
s2,seasonal_naive,3096,2,124.003541
s2,seasonal_naive,3096,3,139.276819
s2,seasonal_naive,3096,4,141.773643
s2,seasonal_naive,3096,5,124.753609
s2,seasonal_naive,3096,6,134.004644
s2,seasonal_naive,3096,7,118.518484
s2,seasonal_naive,3096,8,101.804382
s2,seasonal_naive,3096,9,94.136386
s2,seasonal_naive,3096,10,84.886085
s2,seasonal_naive,3096,11,85.180046
s2,seasonal_naive,3096,12,68.329874
s2,seasonal_naive,3096,13,61.069900
s2,seasonal_naive,3096,14,48.664421
s2,seasonal_naive,3096,15,54.417607
s2,seasonal_naive,3096,16,43.882495
s2,seasonal_naive,3096,17,49.410176
s2,seasonal_naive,3096,18,62.556009
s2,seasonal_naive,3096,19,68.738209
s2,seasonal_naive,3096,20,67.390512
s2,seasonal_naive,3096,21,79.474747
s2,seasonal_naive,3096,22,92.793271
s2,seasonal_naive,3096,23,97.648171
s2,seasonal_naive,3120,0,114.606197
s2,seasonal_naive,3120,1,122.204670
s2,seasonal_naive,3120,2,116.389886
s2,seasonal_naive,3120,3,110.392111
s2,seasonal_naive,3120,4,118.272811
s2,seasonal_naive,3120,5,126.764385
s2,seasonal_naive,3120,6,120.211998
s2,seasonal_naive,3120,7,113.628870
s2,seasonal_naive,3120,8,104.505598
s2,seasonal_naive,3120,9,82.783536
s2,seasonal_naive,3120,10,78.441430
s2,seasonal_naive,3120,11,74.462435
s2,seasonal_naive,3120,12,59.340121
s2,seasonal_naive,3120,13,56.231939
s2,seasonal_naive,3120,14,36.629846
s2,seasonal_naive,3120,15,31.680888
s2,seasonal_naive,3120,16,54.623654
s2,seasonal_naive,3120,17,47.119742
s2,seasonal_naive,3120,18,50.033201
s2,seasonal_naive,3120,19,62.528967
s2,seasonal_naive,3120,20,76.012504
s2,seasonal_naive,3120,21,89.820357
s2,seasonal_naive,3120,22,60.268005
s2,seasonal_naive,3120,23,90.191482
s2,daily_naive,2904,0,134.862005
s2,daily_naive,2904,1,138.375200
s2,daily_naive,2904,2,138.818624
s2,daily_naive,2904,3,142.378326
s2,daily_naive,2904,4,133.202716
s2,daily_naive,2904,5,144.708683
s2,daily_naive,2904,6,138.158448
s2,daily_naive,2904,7,123.510898
s2,daily_naive,2904,8,122.678669
s2,daily_naive,2904,9,121.199068
s2,daily_naive,2904,10,108.794645
s2,daily_naive,2904,11,100.212915
s2,daily_naive,2904,12,85.651535
s2,daily_naive,2904,13,88.895792
s2,daily_naive,2904,14,77.309375
s2,daily_naive,2904,15,80.811578
s2,daily_naive,2904,16,90.402295
s2,daily_naive,2904,17,61.430352
s2,daily_naive,2904,18,76.855801
s2,daily_naive,2904,19,87.066194
s2,daily_naive,2904,20,89.693001
s2,daily_naive,2904,21,111.850065
s2,daily_naive,2904,22,111.289440
s2,daily_naive,2904,23,135.531816
s2,daily_naive,2928,0,137.319484
s2,daily_naive,2928,1,141.925164
s2,daily_naive,2928,2,143.780841
s2,daily_naive,2928,3,152.948912
s2,daily_naive,2928,4,150.649631
s2,daily_naive,2928,5,155.593589
s2,daily_naive,2928,6,143.219186
s2,daily_naive,2928,7,140.949128
s2,daily_naive,2928,8,127.922709
s2,daily_naive,2928,9,117.823704
s2,daily_naive,2928,10,93.868711
s2,daily_naive,2928,11,95.505496
s2,daily_naive,2928,12,89.260394
s2,daily_naive,2928,13,70.160964
s2,daily_naive,2928,14,62.777626
s2,daily_naive,2928,15,67.233231
s2,daily_naive,2928,16,70.606525
s2,daily_naive,2928,17,57.424842
s2,daily_naive,2928,18,76.065869
s2,daily_naive,2928,19,86.736052
s2,daily_naive,2928,20,85.412043
s2,daily_naive,2928,21,97.641079
s2,daily_naive,2928,22,108.378466
s2,daily_naive,2928,23,108.979509
s2,daily_naive,2952,0,126.427550
s2,daily_naive,2952,1,131.764690
s2,daily_naive,2952,2,124.003541
s2,daily_naive,2952,3,139.276819
s2,daily_naive,2952,4,141.773643
s2,daily_naive,2952,5,124.753609
s2,daily_naive,2952,6,134.004644
s2,daily_naive,2952,7,118.518484
s2,daily_naive,2952,8,101.804382
s2,daily_naive,2952,9,94.136386
s2,daily_naive,2952,10,84.886085
s2,daily_naive,2952,11,85.180046
s2,daily_naive,2952,12,68.329874
s2,daily_naive,2952,13,61.069900
s2,daily_naive,2952,14,48.664421
s2,daily_naive,2952,15,54.417607
s2,daily_naive,2952,16,43.882495
s2,daily_naive,2952,17,49.410176
s2,daily_naive,2952,18,62.556009
s2,daily_naive,2952,19,68.738209
s2,daily_naive,2952,20,67.390512
s2,daily_naive,2952,21,79.474747
s2,daily_naive,2952,22,92.793271
s2,daily_naive,2952,23,97.648171
s2,daily_naive,2976,0,114.606197
s2,daily_naive,2976,1,122.204670
s2,daily_naive,2976,2,116.389886
s2,daily_naive,2976,3,110.392111
s2,daily_naive,2976,4,118.272811
s2,daily_naive,2976,5,126.764385
s2,daily_naive,2976,6,120.211998
s2,daily_naive,2976,7,113.628870
s2,daily_naive,2976,8,104.505598
s2,daily_naive,2976,9,82.783536
s2,daily_naive,2976,10,78.441430
s2,daily_naive,2976,11,74.462435
s2,daily_naive,2976,12,59.340121
s2,daily_naive,2976,13,56.231939
s2,daily_naive,2976,14,36.629846
s2,daily_naive,2976,15,31.680888
s2,daily_naive,2976,16,54.623654
s2,daily_naive,2976,17,47.119742
s2,daily_naive,2976,18,50.033201
s2,daily_naive,2976,19,62.528967
s2,daily_naive,2976,20,76.012504
s2,daily_naive,2976,21,89.820357
s2,daily_naive,2976,22,60.268005
s2,daily_naive,2976,23,90.191482
s2,daily_naive,3000,0,103.450553
s2,daily_naive,3000,1,88.722042
s2,daily_naive,3000,2,94.850413
s2,daily_naive,3000,3,109.685707
s2,daily_naive,3000,4,125.446566
s2,daily_naive,3000,5,116.401151
s2,daily_naive,3000,6,121.011216
s2,daily_naive,3000,7,100.712192
s2,daily_naive,3000,8,98.462951
s2,daily_naive,3000,9,92.651040
s2,daily_naive,3000,10,75.177959
s2,daily_naive,3000,11,62.257101
s2,daily_naive,3000,12,54.800480
s2,daily_naive,3000,13,19.442498
s2,daily_naive,3000,14,44.102181
s2,daily_naive,3000,15,25.074348
s2,daily_naive,3000,16,32.525671
s2,daily_naive,3000,17,46.100277
s2,daily_naive,3000,18,48.477017
s2,daily_naive,3000,19,37.439659
s2,daily_naive,3000,20,64.652543
s2,daily_naive,3000,21,75.890541
s2,daily_naive,3000,22,81.836046
s2,daily_naive,3000,23,95.351146
s2,daily_naive,3024,0,103.530243
s2,daily_naive,3024,1,94.288155
s2,daily_naive,3024,2,111.144077
s2,daily_naive,3024,3,113.980688
s2,daily_naive,3024,4,108.164184
s2,daily_naive,3024,5,115.357504
s2,daily_naive,3024,6,105.796730
s2,daily_naive,3024,7,105.316466
s2,daily_naive,3024,8,91.948895
s2,daily_naive,3024,9,97.529504
s2,daily_naive,3024,10,97.132325
s2,daily_naive,3024,11,67.514587
s2,daily_naive,3024,12,64.041554
s2,daily_naive,3024,13,57.547043
s2,daily_naive,3024,14,55.802661
s2,daily_naive,3024,15,48.841840
s2,daily_naive,3024,16,33.677164
s2,daily_naive,3024,17,55.531320
s2,daily_naive,3024,18,56.993615
s2,daily_naive,3024,19,57.109212
s2,daily_naive,3024,20,72.401229
s2,daily_naive,3024,21,80.009451
s2,daily_naive,3024,22,95.903855
s2,daily_naive,3024,23,101.946788
s2,daily_naive,3048,0,111.565717
s2,daily_naive,3048,1,122.351948
s2,daily_naive,3048,2,129.369533
s2,daily_naive,3048,3,131.365067
s2,daily_naive,3048,4,141.179944
s2,daily_naive,3048,5,132.957638
s2,daily_naive,3048,6,121.722717
s2,daily_naive,3048,7,134.507667
s2,daily_naive,3048,8,115.088909
s2,daily_naive,3048,9,117.293969
s2,daily_naive,3048,10,88.701481
s2,daily_naive,3048,11,91.963674
s2,daily_naive,3048,12,92.568249
s2,daily_naive,3048,13,82.623470
s2,daily_naive,3048,14,69.156517
s2,daily_naive,3048,15,61.692915
s2,daily_naive,3048,16,61.608448
s2,daily_naive,3048,17,67.285135
s2,daily_naive,3048,18,66.367119
s2,daily_naive,3048,19,75.043233
s2,daily_naive,3048,20,81.827582
s2,daily_naive,3048,21,91.502104
s2,daily_naive,3048,22,110.873288
s2,daily_naive,3048,23,105.901576
s2,daily_naive,3072,0,129.359713
s2,daily_naive,3072,1,140.901124
s2,daily_naive,3072,2,134.461383
s2,daily_naive,3072,3,138.092198
s2,daily_naive,3072,4,145.926204
s2,daily_naive,3072,5,143.782064
s2,daily_naive,3072,6,147.101589
s2,daily_naive,3072,7,119.025087
s2,daily_naive,3072,8,125.482190
s2,daily_naive,3072,9,127.469106
s2,daily_naive,3072,10,108.198719
s2,daily_naive,3072,11,111.444709
s2,daily_naive,3072,12,106.043585
s2,daily_naive,3072,13,78.658712
s2,daily_naive,3072,14,88.712871
s2,daily_naive,3072,15,78.500858
s2,daily_naive,3072,16,74.080051
s2,daily_naive,3072,17,74.131542
s2,daily_naive,3072,18,78.974316
s2,daily_naive,3072,19,80.294748
s2,daily_naive,3072,20,93.895862
s2,daily_naive,3072,21,111.295681
s2,daily_naive,3072,22,123.277573
s2,daily_naive,3072,23,120.433869
s2,daily_naive,3096,0,135.730106
s2,daily_naive,3096,1,142.392503
s2,daily_naive,3096,2,126.377843
