series,t,y
s2,2420,88.579576
s2,2421,104.475001
s2,2422,102.916759
s2,2423,114.519605
s2,2424,120.404855
s2,2425,120.317960
s2,2426,133.420125
s2,2427,131.357870
s2,2428,135.912839
s2,2429,113.266507
s2,2430,128.410904
s2,2431,116.428226
s2,2432,107.090158
s2,2433,102.085738
s2,2434,87.884016
s2,2435,88.075391
s2,2436,81.111996
s2,2437,70.500461
s2,2438,65.116242
s2,2439,56.955125
s2,2440,53.279399
s2,2441,44.852155
s2,2442,55.326004
s2,2443,72.833567
s2,2444,76.984765
s2,2445,76.235316
s2,2446,89.698096
s2,2447,105.578772
s2,2448,104.563371
s2,2449,124.376727
s2,2450,111.434507
s2,2451,125.320731
s2,2452,124.570234
s2,2453,118.140279
s2,2454,114.164216
s2,2455,108.919282
s2,2456,79.472098
s2,2457,90.066207
s2,2458,84.903155
s2,2459,69.435059
s2,2460,65.825837
s2,2461,40.991275
s2,2462,43.549595
s2,2463,43.107166
s2,2464,37.826792
s2,2465,50.238284
s2,2466,49.103741
s2,2467,47.892631
s2,2468,65.578413
s2,2469,74.566570
s2,2470,74.734356
s2,2471,91.906299
s2,2472,98.540340
s2,2473,105.441232
s2,2474,98.717406
s2,2475,120.367957
s2,2476,116.178262
s2,2477,109.152240
s2,2478,107.529463
s2,2479,100.973341
s2,2480,88.151953
s2,2481,76.929365
s2,2482,72.394150
s2,2483,57.884324
s2,2484,50.196105
s2,2485,38.110206
s2,2486,39.582161
s2,2487,46.289717
s2,2488,40.127455
s2,2489,41.154187
s2,2490,43.129674
s2,2491,49.098797
s2,2492,49.610712
s2,2493,82.548305
s2,2494,74.946453
s2,2495,79.098993
s2,2496,102.258870
s2,2497,108.829971
s2,2498,108.860218
s2,2499,105.266367
s2,2500,106.991576
s2,2501,127.385164
s2,2502,111.031162
s2,2503,101.130480
s2,2504,112.230008
s2,2505,85.753855
s2,2506,73.850564
s2,2507,75.873944
s2,2508,66.531119
s2,2509,68.825010
s2,2510,41.004718
s2,2511,52.341583
s2,2512,37.743007
s2,2513,56.415149
s2,2514,53.189526
s2,2515,61.769505
s2,2516,68.537052
s2,2517,90.132316
s2,2518,106.326657
s2,2519,103.813624
s2,2520,111.882194
s2,2521,117.966165
s2,2522,131.573773
s2,2523,123.739859
s2,2524,158.934367
s2,2525,129.570671
s2,2526,140.317679
s2,2527,122.900911
s2,2528,104.150831
s2,2529,94.178858
s2,2530,93.619874
s2,2531,82.569518
s2,2532,78.042449
s2,2533,64.717968
s2,2534,86.026203
s2,2535,81.975217
s2,2536,52.750208
s2,2537,72.334101
s2,2538,82.590514
s2,2539,78.180599
s2,2540,87.621177
s2,2541,107.127495
s2,2542,113.187446
s2,2543,110.077389
s2,2544,137.311895
s2,2545,132.192970
s2,2546,155.352684
s2,2547,137.768493
s2,2548,128.717154
s2,2549,144.866039
s2,2550,149.088605
s2,2551,137.701581
s2,2552,127.161509
s2,2553,110.143054
s2,2554,114.384649
s2,2555,84.417377
s2,2556,95.659472
s2,2557,73.630584
s2,2558,72.978029
s2,2559,64.667482
s2,2560,67.203832
s2,2561,87.157225
s2,2562,71.627614
s2,2563,88.292605
s2,2564,88.943359
s2,2565,111.753701
s2,2566,103.478870
s2,2567,123.030969
s2,2568,138.270044
s2,2569,155.481969
s2,2570,134.770633
s2,2571,139.857123
s2,2572,146.318974
s2,2573,155.527973
s2,2574,132.090123
s2,2575,139.118125
s2,2576,119.798245
s2,2577,107.140808
s2,2578,92.910858
s2,2579,95.949305
s2,2580,93.249166
s2,2581,77.431601
s2,2582,56.508663
s2,2583,64.718516
s2,2584,75.167718
s2,2585,75.924255
s2,2586,75.283053
s2,2587,90.232357
s2,2588,77.133749
s2,2589,86.026049
s2,2590,122.337243
s2,2591,118.310481
s2,2592,119.762481
s2,2593,124.198453
s2,2594,113.121850
s2,2595,141.202793
s2,2596,119.170884
s2,2597,117.259698
s2,2598,126.652025
s2,2599,131.238125
s2,2600,108.087741
s2,2601,103.994093
s2,2602,87.520505
s2,2603,83.615845
s2,2604,58.707937
s2,2605,79.254135
s2,2606,50.101146
s2,2607,57.908768
s2,2608,37.008901
s2,2609,67.192448
s2,2610,60.770083
s2,2611,78.435941
s2,2612,65.775854
s2,2613,87.155411
s2,2614,87.014071
s2,2615,96.862154
s2,2616,115.052260
s2,2617,104.993336
s2,2618,122.120307
s2,2619,133.680903
s2,2620,132.166171
s2,2621,124.425103
s2,2622,113.958963
s2,2623,97.144100
s2,2624,106.715489
s2,2625,80.998364
s2,2626,85.107584
s2,2627,63.556293
s2,2628,57.068616
s2,2629,49.330803
s2,2630,48.252450
s2,2631,36.943871
s2,2632,40.743673
s2,2633,37.102773
s2,2634,49.125042
s2,2635,53.449629
s2,2636,62.398887
s2,2637,61.731484
s2,2638,80.050992
s2,2639,87.206639
s2,2640,99.778078
s2,2641,102.826500
s2,2642,100.267549
s2,2643,116.027812
s2,2644,105.911518
s2,2645,111.106784
s2,2646,88.892945
s2,2647,101.896446
s2,2648,95.015772
s2,2649,73.910541
s2,2650,75.682870
s2,2651,59.085233
s2,2652,63.829008
s2,2653,51.357947
s2,2654,31.811491
s2,2655,36.898787
s2,2656,24.810780
s2,2657,37.985932
s2,2658,49.196071
s2,2659,58.133088
s2,2660,59.513668
s2,2661,68.093605
s2,2662,81.183046
s2,2663,85.303903
s2,2664,101.399314
s2,2665,115.058281
s2,2666,113.841782
s2,2667,122.385250
s2,2668,111.043590
s2,2669,111.759405
s2,2670,114.189571
s2,2671,120.992457
s2,2672,105.836568
s2,2673,102.474658
s2,2674,80.899994
s2,2675,81.020471
s2,2676,50.952110
s2,2677,61.016380
s2,2678,36.702731
s2,2679,59.370730
s2,2680,53.865160
s2,2681,61.707285
s2,2682,61.028897
s2,2683,61.407675
s2,2684,68.375041
s2,2685,85.321634
s2,2686,105.551572
s2,2687,109.183026
s2,2688,109.731415
s2,2689,117.446169
s2,2690,122.397451
s2,2691,129.826125
s2,2692,131.957744
s2,2693,127.703444
s2,2694,127.695511
s2,2695,109.977037
s2,2696,126.149961
s2,2697,107.703586
s2,2698,108.308591
s2,2699,90.168959
s2,2700,78.510669
s2,2701,74.043161
s2,2702,70.378775
s2,2703,61.330417
s2,2704,63.511552
s2,2705,83.293010
s2,2706,80.927188
s2,2707,76.990171
s2,2708,93.457667
s2,2709,92.967272
s2,2710,119.959877
s2,2711,111.794418
s2,2712,135.187458
s2,2713,136.320833
s2,2714,142.086425
s2,2715,139.134278
s2,2716,144.173018
s2,2717,138.732641
s2,2718,133.911232
s2,2719,137.665838
s2,2720,145.212324
s2,2721,114.811701
s2,2722,115.419626
s2,2723,98.527935
s2,2724,84.788920
s2,2725,93.128215
s2,2726,82.652907
s2,2727,83.511360
s2,2728,75.367663
s2,2729,77.632520
s2,2730,74.807655
s2,2731,85.395949
s2,2732,108.082593
s2,2733,87.552915
s2,2734,117.136958
s2,2735,134.612765
s2,2736,138.104332
s2,2737,145.768643
s2,2738,142.296632
s2,2739,155.548773
s2,2740,156.043355
s2,2741,144.842029
s2,2742,153.006816
s2,2743,130.044028
s2,2744,106.665186
s2,2745,115.575595
s2,2746,104.750600
s2,2747,89.344075
s2,2748,83.200651
s2,2749,74.944728
s2,2750,59.532683
s2,2751,78.935097
s2,2752,68.729480
s2,2753,90.255817
s2,2754,73.902266
s2,2755,82.898079
s2,2756,76.190525
s2,2757,103.718233
s2,2758,97.048344
s2,2759,118.100558
s2,2760,129.011976
s2,2761,134.391617
s2,2762,127.110166
s2,2763,129.699593
s2,2764,141.223315
s2,2765,141.749380
s2,2766,138.654973
s2,2767,120.479186
s2,2768,111.097181
s2,2769,115.382940
s2,2770,87.182383
s2,2771,87.108932
s2,2772,69.747921
s2,2773,53.529735
s2,2774,49.827768
s2,2775,57.839508
s2,2776,54.886351
s2,2777,58.226878
s2,2778,55.623194
s2,2779,60.291374
s2,2780,73.610093
s2,2781,78.666756
s2,2782,77.071965
s2,2783,94.653297
s2,2784,118.567184
s2,2785,106.802587
s2,2786,121.293416
s2,2787,118.994145
s2,2788,125.002035
s2,2789,110.476761
s2,2790,102.499899
s2,2791,108.353871
s2,2792,91.137328
s2,2793,86.382807
s2,2794,74.140390
s2,2795,73.717525
s2,2796,59.352059
s2,2797,50.846050
s2,2798,36.835058
s2,2799,29.003015
s2,2800,33.562874
s2,2801,47.677178
s2,2802,50.683120
s2,2803,56.051024
s2,2804,56.561345
s2,2805,60.886775
s2,2806,86.531646
s2,2807,88.629652
s2,2808,99.724265
s2,2809,95.807806
s2,2810,102.898918
s2,2811,115.715767
s2,2812,116.869486
s2,2813,101.918750
s2,2814,107.086458
s2,2815,89.783215
s2,2816,99.464248
s2,2817,86.181960
s2,2818,88.557812
s2,2819,73.508025
s2,2820,48.882715
s2,2821,48.196560
s2,2822,38.091319
s2,2823,39.875949
s2,2824,44.350042
s2,2825,40.751474
s2,2826,45.917263
s2,2827,42.315292
s2,2828,64.999701
s2,2829,70.164439
s2,2830,84.969064
s2,2831,97.942455
s2,2832,99.526825
s2,2833,112.133174
s2,2834,108.225756
s2,2835,123.215570
s2,2836,117.065248
s2,2837,111.360752
s2,2838,110.193185
s2,2839,95.461707
s2,2840,93.614451
s2,2841,86.613432
s2,2842,80.900003
s2,2843,71.181329
s2,2844,59.026956
s2,2845,55.837555
s2,2846,36.718882
s2,2847,50.852483
s2,2848,54.433573
s2,2849,58.799739
s2,2850,65.988658
s2,2851,63.638045
s2,2852,73.338335
s2,2853,80.316755
s2,2854,90.649026
s2,2855,105.308577
s2,2856,123.662520
s2,2857,109.137644
s2,2858,123.951908
s2,2859,133.361893
s2,2860,125.156841
s2,2861,134.270237
s2,2862,117.365109
s2,2863,119.128156
s2,2864,102.029959
s2,2865,107.696124
s2,2866,90.832670
s2,2867,92.550756
s2,2868,77.584003
s2,2869,66.061556
s2,2870,65.343528
s2,2871,66.936207
s2,2872,65.961253
s2,2873,66.711170
s2,2874,70.945556
s2,2875,80.601603
s2,2876,95.381093
s2,2877,94.652038
s2,2878,112.255870
s2,2879,109.206028
s2,2880,134.862005
s2,2881,138.375200
s2,2882,138.818624
s2,2883,142.378326
s2,2884,133.202716
s2,2885,144.708683
s2,2886,138.158448
s2,2887,123.510898
s2,2888,122.678669
s2,2889,121.199068
s2,2890,108.794645
s2,2891,100.212915
s2,2892,85.651535
s2,2893,88.895792
s2,2894,77.309375
s2,2895,80.811578
s2,2896,90.402295
s2,2897,61.430352
s2,2898,76.855801
s2,2899,87.066194
s2,2900,89.693001
s2,2901,111.850065
s2,2902,111.289440
s2,2903,135.531816
s2,2904,137.319484
s2,2905,141.925164
s2,2906,143.780841
s2,2907,152.948912
s2,2908,150.649631
s2,2909,155.593589
s2,2910,143.219186
s2,2911,140.949128
s2,2912,127.922709
s2,2913,117.823704
s2,2914,93.868711
s2,2915,95.505496
s2,2916,89.260394
s2,2917,70.160964
s2,2918,62.777626
s2,2919,67.233231
s2,2920,70.606525
s2,2921,57.424842
s2,2922,76.065869
s2,2923,86.736052
s2,2924,85.412043
s2,2925,97.641079
s2,2926,108.378466
s2,2927,108.979509
s2,2928,126.427550
s2,2929,131.764690
s2,2930,124.003541
s2,2931,139.276819
s2,2932,141.773643
s2,2933,124.753609
s2,2934,134.004644
s2,2935,118.518484
s2,2936,101.804382
s2,2937,94.136386
s2,2938,84.886085
s2,2939,85.180046
s2,2940,68.329874
s2,2941,61.069900
s2,2942,48.664421
s2,2943,54.417607
s2,2944,43.882495
s2,2945,49.410176
s2,2946,62.556009
s2,2947,68.738209
s2,2948,67.390512
s2,2949,79.474747
s2,2950,92.793271
s2,2951,97.648171
s2,2952,114.606197
s2,2953,122.204670
s2,2954,116.389886
s2,2955,110.392111
s2,2956,118.272811
s2,2957,126.764385
s2,2958,120.211998
s2,2959,113.628870
s2,2960,104.505598
s2,2961,82.783536
s2,2962,78.441430
s2,2963,74.462435
s2,2964,59.340121
s2,2965,56.231939
s2,2966,36.629846
s2,2967,31.680888
s2,2968,54.623654
s2,2969,47.119742
s2,2970,50.033201
s2,2971,62.528967
s2,2972,76.012504
s2,2973,89.820357
s2,2974,60.268005
s2,2975,90.191482
s2,2976,103.450553
s2,2977,88.722042
s2,2978,94.850413
s2,2979,109.685707
s2,2980,125.446566
s2,2981,116.401151
s2,2982,121.011216
s2,2983,100.712192
s2,2984,98.462951
s2,2985,92.651040
s2,2986,75.177959
s2,2987,62.257101
s2,2988,54.800480
s2,2989,19.442498
s2,2990,44.102181
s2,2991,25.074348
s2,2992,32.525671
s2,2993,46.100277
s2,2994,48.477017
s2,2995,37.439659
s2,2996,64.652543
s2,2997,75.890541
s2,2998,81.836046
s2,2999,95.351146
s2,3000,103.530243
s2,3001,94.288155
s2,3002,111.144077
s2,3003,113.980688
s2,3004,108.164184
s2,3005,115.357504
s2,3006,105.796730
s2,3007,105.316466
s2,3008,91.948895
s2,3009,97.529504
s2,3010,97.132325
s2,3011,67.514587
s2,3012,64.041554
s2,3013,57.547043
s2,3014,55.802661
s2,3015,48.841840
s2,3016,33.677164
s2,3017,55.531320
s2,3018,56.993615
s2,3019,57.109212
s2,3020,72.401229
s2,3021,80.009451
s2,3022,95.903855
s2,3023,101.946788
s2,3024,111.565717
s2,3025,122.351948
s2,3026,129.369533
s2,3027,131.365067
s2,3028,141.179944
s2,3029,132.957638
s2,3030,121.722717
s2,3031,134.507667
s2,3032,115.088909
s2,3033,117.293969
s2,3034,88.701481
s2,3035,91.963674
s2,3036,92.568249
s2,3037,82.623470
s2,3038,69.156517
s2,3039,61.692915
s2,3040,61.608448
s2,3041,67.285135
s2,3042,66.367119
s2,3043,75.043233
s2,3044,81.827582
s2,3045,91.502104
s2,3046,110.873288
s2,3047,105.901576
s2,3048,129.359713
s2,3049,140.901124
s2,3050,134.461383
s2,3051,138.092198
s2,3052,145.926204
s2,3053,143.782064
s2,3054,147.101589
s2,3055,119.025087
s2,3056,125.482190
s2,3057,127.469106
s2,3058,108.198719
s2,3059,111.444709
s2,3060,106.043585
s2,3061,78.658712
s2,3062,88.712871
s2,3063,78.500858
s2,3064,74.080051
s2,3065,74.131542
s2,3066,78.974316
s2,3067,80.294748
s2,3068,93.895862
s2,3069,111.295681
s2,3070,123.277573
s2,3071,120.433869
s2,3072,135.730106
s2,3073,142.392503
s2,3074,126.377843
s2,3075,152.049289
s2,3076,137.848023
s2,3077,136.229615
s2,3078,146.343929
s2,3079,145.788075
s2,3080,116.582256
s2,3081,108.686819
s2,3082,98.136996
s2,3083,91.375786
s2,3084,83.377489
s2,3085,72.386769
s2,3086,60.669472
s2,3087,82.473971
s2,3088,64.535355
s2,3089,64.058935
s2,3090,80.270763
s2,3091,76.765344
s2,3092,95.113430
s2,3093,101.514547
s2,3094,112.102412
s2,3095,110.665835
s2,3096,126.399900
s2,3097,116.708614
s2,3098,122.685787
s2,3099,135.782362
s2,3100,132.870718
s2,3101,142.499888
s2,3102,125.416624
s2,3103,107.132027
s2,3104,111.956649
s2,3105,99.406884
s2,3106,92.646396
s2,3107,72.384147
s2,3108,65.942247
s2,3109,64.273043
s2,3110,63.336062
s2,3111,57.183852
s2,3112,58.510970
s2,3113,43.414971
s2,3114,56.344288
s2,3115,65.367888
s2,3116,78.378693
s2,3117,81.733923
s2,3118,87.007964
s2,3119,96.760253
s2,3120,105.007713
s2,3121,101.654134
s2,3122,117.188368
s2,3123,125.392667
s2,3124,124.639890
s2,3125,102.947987
s2,3126,111.859963
s2,3127,93.682097
s2,3128,104.359622
s2,3129,90.529736
s2,3130,81.627986
s2,3131,61.459666
s2,3132,42.941951
s2,3133,41.925316
s2,3134,41.364521
s2,3135,29.446390
s2,3136,32.225730
s2,3137,54.400219
s2,3138,35.638525
s2,3139,55.692981
s2,3140,45.621150
s2,3141,70.317406
s2,3142,84.131971
s2,3143,90.523954
s3,0,295.320859
s3,1,234.006623
s3,2,288.813664
s3,3,274.869497
s3,4,273.118780
s3,5,268.240433
s3,6,226.309857
s3,7,238.456980
s3,8,209.680123
s3,9,257.231063
s3,10,188.820145
s3,11,162.693493
s3,12,150.188598
s3,13,134.600388
s3,14,123.982712
s3,15,135.553236
s3,16,155.844450
s3,17,155.682426
s3,18,190.534934
s3,19,191.079526
s3,20,215.861737
s3,21,262.165497
s3,22,267.449845
s3,23,269.895305
s3,24,291.013988
s3,25,314.233929
s3,26,343.145839
s3,27,309.030274
s3,28,305.143556
s3,29,315.655157
s3,30,271.584193
s3,31,263.810102
s3,32,263.088899
s3,33,237.892842
s3,34,210.281098
s3,35,201.698607
s3,36,131.080367
s3,37,182.241953
s3,38,145.064038
s3,39,133.575339
s3,40,169.911806
s3,41,186.927223
s3,42,183.154923
s3,43,190.934399
s3,44,228.572824
s3,45,248.052623
s3,46,291.448885
s3,47,298.921282
s3,48,304.764320
s3,49,329.824780
s3,50,314.069422
s3,51,302.416172
s3,52,320.979361
s3,53,310.236629
s3,54,282.330290
s3,55,254.654814
s3,56,250.040804
s3,57,184.818568
s3,58,214.685466
s3,59,192.385708
s3,60,142.385392
s3,61,157.898910
s3,62,134.761601
s3,63,160.924576
s3,64,120.260755
s3,65,147.206060
s3,66,186.564074
s3,67,210.440088
s3,68,176.271391
s3,69,222.460737
s3,70,254.654403
s3,71,256.603382
s3,72,305.471746
s3,73,270.337669
s3,74,299.421031
s3,75,275.911906
s3,76,308.685092
s3,77,274.259866
s3,78,252.673626
s3,79,211.760641
s3,80,244.604225
s3,81,207.374945
s3,82,185.640144
s3,83,172.041652
s3,84,142.921472
s3,85,114.874791
s3,86,105.072058
s3,87,103.242990
s3,88,141.559989
s3,89,104.943913
s3,90,131.828453
s3,91,152.692200
s3,92,180.070372
s3,93,205.142519
s3,94,194.806888
s3,95,203.984199
s3,96,245.240175
s3,97,274.127891
s3,98,271.247808
s3,99,261.644361
s3,100,246.792186
s3,101,245.192455
s3,102,220.895844
s3,103,218.798945
s3,104,171.815259
s3,105,164.715476
s3,106,139.499361
s3,107,130.714786
s3,108,109.654804
s3,109,135.215028
s3,110,111.794046
s3,111,110.603595
s3,112,58.327444
s3,113,94.936795
s3,114,104.494678
s3,115,140.045919
s3,116,114.567301
s3,117,190.184737
s3,118,208.254902
s3,119,188.189929
s3,120,208.012260
s3,121,221.280204
s3,122,240.274380
s3,123,249.982280
s3,124,267.277503
s3,125,221.122369
s3,126,222.008838
s3,127,194.329793
s3,128,200.003994
s3,129,162.977946
s3,130,152.937493
s3,131,95.794443
s3,132,95.260879
s3,133,74.940993
s3,134,106.721367
s3,135,93.291674
s3,136,83.483261
s3,137,91.844500
s3,138,121.987086
s3,139,121.596320
s3,140,138.736236
s3,141,182.979516
s3,142,235.766643
s3,143,211.538047
s3,144,222.499041
s3,145,224.344237
s3,146,228.452629
s3,147,259.590692
s3,148,260.805417
s3,149,238.308823
s3,150,230.110421
s3,151,209.916994
s3,152,191.419001
s3,153,145.152080
s3,154,143.264026
s3,155,135.432828
s3,156,107.447829
s3,157,102.979828
s3,158,93.145557
s3,159,101.977659
s3,160,127.460047
s3,161,118.888429
s3,162,138.908434
s3,163,173.767894
s3,164,192.621307
s3,165,231.792834
s3,166,192.969117
s3,167,259.874191
s3,168,254.949607
s3,169,277.052332
s3,170,295.527593
s3,171,301.285861
s3,172,296.990780
s3,173,274.171695
s3,174,284.384238
s3,175,237.640310
s3,176,221.267822
s3,177,216.852690
s3,178,176.385601
s3,179,202.910086
s3,180,170.996502
s3,181,180.098335
s3,182,140.439694
s3,183,135.676635
s3,184,150.806092
s3,185,171.252508
s3,186,165.811952
s3,187,200.351588
s3,188,215.204716
s3,189,263.283271
s3,190,248.124927
s3,191,294.717553
s3,192,283.637596
s3,193,290.215379
s3,194,300.819639
s3,195,294.301226
s3,196,311.382100
s3,197,316.118312
s3,198,288.396590
s3,199,278.466828
s3,200,275.083063
s3,201,232.927665
s3,202,211.939428
s3,203,186.575954
s3,204,150.599087
s3,205,178.056867
s3,206,132.314987
s3,207,170.716080
s3,208,165.259548
s3,209,193.747008
s3,210,189.186878
s3,211,194.985690
s3,212,233.881391
s3,213,239.932802
s3,214,266.064005
s3,215,287.632687
s3,216,299.510474
s3,217,309.017812
s3,218,304.038671
s3,219,314.204424
s3,220,277.420979
s3,221,298.398700
s3,222,266.598656
s3,223,285.103971
s3,224,266.693170
s3,225,193.504464
s3,226,205.962138
s3,227,182.501993
s3,228,151.859656
s3,229,165.423704
s3,230,142.800163
s3,231,120.527454
s3,232,148.540605
s3,233,159.465923
s3,234,176.913691
s3,235,172.237943
s3,236,220.650372
s3,237,242.196688
s3,238,231.072845
s3,239,255.809152
s3,240,278.736105
s3,241,280.342491
s3,242,321.648594
s3,243,296.020348
s3,244,270.020373
s3,245,261.996543
s3,246,257.710111
s3,247,275.984061
s3,248,214.842787
s3,249,197.370110
s3,250,181.807848
s3,251,153.193537
s3,252,173.824421
s3,253,116.598338
s3,254,129.783167
s3,255,118.613197
s3,256,129.577973
s3,257,109.483725
s3,258,169.660168
s3,259,155.887662
s3,260,177.023080
s3,261,180.977309
s3,262,203.117316
s3,263,240.692245
s3,264,261.094801
s3,265,266.762945
s3,266,278.478403
s3,267,269.625771
s3,268,252.322065
s3,269,253.885132
s3,270,234.286857
s3,271,204.114435
s3,272,196.143580
s3,273,183.138795
s3,274,145.024985
s3,275,116.321754
s3,276,117.559970
s3,277,124.826021
s3,278,84.446577
s3,279,85.178847
s3,280,88.777145
s3,281,119.950139
s3,282,84.837276
s3,283,137.375900
s3,284,170.107947
s3,285,158.378628
s3,286,215.006808
s3,287,217.588007
s3,288,214.884462
s3,289,237.365193
s3,290,215.029772
s3,291,230.677607
s3,292,263.741787
s3,293,209.980631
s3,294,239.241945
s3,295,190.537930
s3,296,187.759780
s3,297,151.805772
s3,298,95.176981
s3,299,103.874825
s3,300,101.374388
s3,301,69.546156
s3,302,61.083637
s3,303,88.628409
s3,304,77.974932
s3,305,71.950751
s3,306,103.286605
s3,307,146.592049
s3,308,146.045721
s3,309,190.235485
s3,310,220.792895
s3,311,215.996431
s3,312,213.317960
s3,313,222.257705
s3,314,249.392742
s3,315,265.287851
s3,316,251.496814
s3,317,246.918142
s3,318,217.695737
s3,319,212.869093
s3,320,181.659583
s3,321,164.360867
s3,322,129.917975
s3,323,108.493751
s3,324,112.267191
s3,325,92.881114
s3,326,90.911549
s3,327,118.050365
s3,328,112.097020
s3,329,172.019729
s3,330,156.191838
s3,331,150.617398
s3,332,194.753101
s3,333,210.378375
s3,334,215.445981
s3,335,263.805967
s3,336,250.260895
s3,337,225.963163
s3,338,294.829119
s3,339,274.077665
s3,340,304.137769
s3,341,261.295233
s3,342,239.727967
s3,343,266.943284
s3,344,206.315559
s3,345,207.317370
s3,346,208.403195
s3,347,170.167543
s3,348,153.399838
s3,349,146.927905
s3,350,154.289979
s3,351,128.897057
s3,352,157.903580
s3,353,168.732490
s3,354,212.534187
s3,355,188.891952
s3,356,200.836306
s3,357,249.203355
s3,358,252.373640
s3,359,282.604823
s3,360,296.060636
s3,361,324.279830
s3,362,301.675030
s3,363,311.867727
s3,364,268.206692
s3,365,285.376317
s3,366,310.348973
s3,367,257.573532
s3,368,237.744646
s3,369,209.120727
s3,370,218.094179
s3,371,193.824780
s3,372,157.341094
s3,373,176.580250
s3,374,164.580048
s3,375,172.337791
s3,376,155.225001
s3,377,203.526645
s3,378,196.829084
s3,379,206.286660
s3,380,219.853478
s3,381,244.979342
s3,382,282.699986
s3,383,282.659287
s3,384,318.913571
s3,385,321.329467
s3,386,338.901714
s3,387,330.256232
s3,388,310.627400
s3,389,270.366575
s3,390,290.544681
s3,391,279.804968
s3,392,248.980618
s3,393,233.623784
s3,394,196.097548
s3,395,178.436174
s3,396,153.528882
s3,397,178.707660
s3,398,152.721504
s3,399,140.929262
s3,400,131.497791
s3,401,159.385056
s3,402,198.292894
s3,403,199.328418
s3,404,199.207132
s3,405,253.301294
s3,406,272.262244
s3,407,282.043259
s3,408,292.642572
s3,409,307.887725
s3,410,302.440665
s3,411,305.086407
s3,412,273.709280
s3,413,298.599210
s3,414,262.328518
s3,415,271.638989
s3,416,185.019049
s3,417,206.617029
s3,418,189.286507
s3,419,148.348630
s3,420,144.572956
s3,421,137.075959
s3,422,127.114021
s3,423,107.411641
s3,424,117.367826
s3,425,144.614644
s3,426,161.807487
s3,427,159.415732
s3,428,177.708987
s3,429,199.144871
s3,430,231.395084
s3,431,214.799799
s3,432,224.045750
s3,433,256.699910
s3,434,241.430419
s3,435,248.800197
s3,436,253.247408
s3,437,248.220795
s3,438,207.635736
s3,439,218.549327
s3,440,156.146982
s3,441,171.294294
s3,442,116.028136
s3,443,101.622261
s3,444,116.336139
s3,445,87.912678
s3,446,75.086637
s3,447,79.539372
s3,448,98.400027
s3,449,99.517112
s3,450,113.762323
s3,451,148.398796
s3,452,139.569475
s3,453,163.841820
s3,454,182.824290
s3,455,227.725817
s3,456,239.531527
s3,457,254.692181
s3,458,239.041636
s3,459,237.217902
s3,460,248.155694
s3,461,217.970909
s3,462,223.019459
s3,463,203.431792
s3,464,160.672085
s3,465,149.772305
s3,466,129.132670
s3,467,140.770692
s3,468,139.741904
s3,469,86.362516
s3,470,82.867244
s3,471,46.264084
s3,472,91.750089
s3,473,98.971459
s3,474,97.066947
s3,475,145.389756
s3,476,128.573597
s3,477,171.841476
s3,478,198.578239
s3,479,195.492185
s3,480,245.100745
s3,481,259.971734
s3,482,227.630070
s3,483,228.665543
s3,484,256.828721
s3,485,237.674075
s3,486,205.406755
s3,487,203.338701
s3,488,187.480256
s3,489,167.282002
s3,490,163.833737
s3,491,139.796331
s3,492,148.289919
s3,493,132.592472
s3,494,117.107060
s3,495,124.546876
s3,496,134.991429
s3,497,136.689632
s3,498,121.758489
s3,499,174.499074
s3,500,183.461345
s3,501,230.570489
s3,502,227.912465
s3,503,254.580327
s3,504,267.940391
s3,505,301.796871
s3,506,284.959000
s3,507,279.641172
s3,508,285.306638
s3,509,264.657856
s3,510,261.222263
s3,511,242.048345
s3,512,227.869494
s3,513,234.835615
s3,514,178.716510
s3,515,168.927157
s3,516,151.497329
s3,517,156.050915
s3,518,121.959927
s3,519,130.722380
s3,520,147.501490
s3,521,168.237649
s3,522,174.470295
s3,523,186.271780
s3,524,201.604346
s3,525,245.620405
s3,526,281.803334
s3,527,283.144972
s3,528,296.949572
s3,529,312.687495
s3,530,297.101983
s3,531,308.357401
s3,532,304.753672
s3,533,304.341987
s3,534,285.255141
s3,535,249.015225
s3,536,266.971940
s3,537,255.685777
s3,538,204.605677
s3,539,197.358392
s3,540,180.605549
s3,541,178.455662
s3,542,136.741824
s3,543,186.081412
s3,544,158.003036
s3,545,195.946123
s3,546,191.561941
s3,547,201.924002
s3,548,225.907583
s3,549,263.251347
s3,550,255.146897
s3,551,280.959908
s3,552,293.948386
s3,553,284.591474
s3,554,338.164596
s3,555,326.492786
s3,556,311.293388
s3,557,319.534617
s3,558,270.464675
s3,559,266.004555
s3,560,273.980787
s3,561,240.395539
s3,562,168.036263
s3,563,131.210515
s3,564,152.000645
s3,565,173.897787
s3,566,142.628063
s3,567,145.325135
s3,568,162.539774
s3,569,147.674736
s3,570,178.616841
s3,571,204.611243
s3,572,218.271688
s3,573,236.764502
s3,574,239.773344
s3,575,274.579435
s3,576,273.179421
s3,577,310.276447
s3,578,334.870004
s3,579,280.847900
s3,580,251.397652
s3,581,267.799247
s3,582,264.659157
s3,583,256.053701
s3,584,234.959264
s3,585,182.787266
s3,586,160.891357
s3,587,174.112367
s3,588,119.855644
s3,589,142.546439
s3,590,114.245710
s3,591,128.308647
s3,592,130.937466
s3,593,140.736452
s3,594,154.497192
s3,595,142.001847
s3,596,181.236805
s3,597,196.160648
s3,598,219.726969
s3,599,251.396389
s3,600,240.973071
s3,601,243.319343
s3,602,247.485031
